X Position,Y Position,Mass Density,Convergence Field
3.3529411764705888,-2.411764705882353,0.00019757115407554657,1.0517738539799753e-13
3.3921568627450984,-2.411764705882353,0.00017309524098867187,1.0724167649836165e-13
3.431372549019608,-2.411764705882353,0.00015141846187384557,1.0236584296055767e-13
3.4705882352941178,-2.411764705882353,0.00013225272959873746,9.575937176456435e-14
3.5098039215686274,-2.411764705882353,0.00011533538505955773,9.607635321129047e-14
3.549019607843137,-2.411764705882353,0.00010042748966919532,8.877122940250572e-14
3.5882352941176467,-2.411764705882353,8.73121646945742e-05,8.803727110812298e-14
3.6274509803921564,-2.411764705882353,7.579298575253697e-05,8.966650285197447e-14
3.666666666666666,-2.411764705882353,6.569243915228055e-05,8.196890498458013e-14
3.7058823529411757,-2.411764705882353,5.685044528377018e-05,9.521292061412694e-14
3.7450980392156854,-2.411764705882353,4.9122952897615484e-05,8.033237566609603e-14
3.784313725490197,-2.411764705882353,4.238060690236689e-05,6.89601272292307e-14
3.8235294117647065,-2.411764705882353,3.6507491218012726e-05,7.373264955103964e-14
3.862745098039216,-2.411764705882353,3.139994726585353e-05,7.234990965023385e-14
3.901960784313726,-2.411764705882353,2.6965467839907937e-05,7.233104512760609e-14
3.9411764705882355,-2.411764705882353,2.3121665387359436e-05,5.1397680361766646e-14
3.980392156862745,-2.411764705882353,1.9795313118382086e-05,6.220992295096243e-14
4.019607843137255,-2.411764705882353,1.6921456861367093e-05,5.412258026093513e-14
4.0588235294117645,-2.411764705882353,1.4442595170146645e-05,5.155667975674645e-14
4.098039215686274,-2.411764705882353,1.2307924867068526e-05,5.243998193585549e-14
4.137254901960784,-2.411764705882353,1.047264896143922e-05,4.592371172791192e-14
4.1764705882352935,-2.411764705882353,8.89734370873241e-06,4.7587010769794716e-14
4.215686274509803,-2.411764705882353,7.5473814640496e-06,4.9946928366490415e-14
4.254901960784313,-2.411764705882353,6.392405925901167e-06,3.74076419414293e-14
4.294117647058824,-2.411764705882353,5.405856356104346e-06,3.948874857782539e-14
4.333333333333334,-2.411764705882353,4.564537391544322e-06,3.981622766939853e-14
4.372549019607844,-2.411764705882353,3.848231127264576e-06,4.14578556252702e-14
4.411764705882353,-2.411764705882353,3.2393482418945304e-06,3.361042806027424e-14
4.450980392156863,-2.411764705882353,2.7226150503449183e-06,3.671594828605478e-14
4.490196078431373,-2.411764705882353,2.2847935000982764e-06,2.971132506062579e-14
4.529411764705882,-2.411764705882353,1.914431271891971e-06,2.333899743838872e-14
4.568627450980392,-2.411764705882353,1.6016392992452681e-06,2.4321370750986292e-14
4.607843137254902,-2.411764705882353,1.3378941807141146e-06,2.0066072684630304e-14
4.647058823529411,-2.411764705882353,1.1158631210222892e-06,1.4851781435279026e-14
4.686274509803921,-2.411764705882353,9.292491998047369e-07,2.1360901250633254e-14
4.725490196078431,-2.411764705882353,7.726549274984699e-07,1.3419195736950599e-14
4.76470588235294,-2.411764705882353,6.414622051884837e-07,1.7930572318116147e-14
4.803921568627452,-2.411764705882353,5.317269575565757e-07,5.74463243910308e-15
4.843137254901961,-2.411764705882353,4.4008685438724513e-07,8.67026428705586e-15
4.882352941176471,-2.411764705882353,3.6368067552350373e-07,1.0920470047270109e-14
4.921568627450981,-2.411764705882353,3.000780061394737e-07,2.5099727275602713e-15
4.96078431372549,-2.411764705882353,2.4721807331435797e-07,2.1525637874165778e-14
5.0,-2.411764705882353,2.0335665093960265e-07,2.596727347301229e-15
-5.0,-2.372549019607843,2.2335700524299877e-07,8.308941723418864e-15
-4.96078431372549,-2.372549019607843,2.715322476167201e-07,8.818215201579158e-15
-4.921568627450981,-2.372549019607843,3.2959101401856516e-07,9.217978337934772e-15
-4.882352941176471,-2.372549019607843,3.994490771477458e-07,1.116346830440525e-14
-4.8431372549019605,-2.372549019607843,4.833698892491179e-07,6.3478325625271285e-15
-4.803921568627451,-2.372549019607843,5.840228991678365e-07,1.1555104913221974e-14
-4.764705882352941,-2.372549019607843,7.045507312668235e-07,1.5195777727868248e-14
-4.7254901960784315,-2.372549019607843,8.486464047028372e-07,1.37206584948489e-14
-4.686274509803922,-2.372549019607843,1.0206418990175165e-06,1.7624915386002512e-14
-4.647058823529412,-2.372549019607843,1.2256095083246975e-06,1.8803483204335643e-14
-4.607843137254902,-2.372549019607843,1.4694775713290667e-06,2.0722667346725524e-14
-4.568627450980392,-2.372549019607843,1.7591623175637712e-06,2.5822125937437268e-14
-4.529411764705882,-2.372549019607843,2.102717730930445e-06,2.69092497371248e-14
-4.490196078431373,-2.372549019607843,2.509505498948189e-06,2.7003329352926807e-14
-4.450980392156863,-2.372549019607843,2.990387288858178e-06,3.1821817492415066e-14
-4.411764705882353,-2.372549019607843,3.5579417683448463e-06,2.6775391453984292e-14
-4.372549019607844,-2.372549019607843,4.226708967212421e-06,3.0380499051678105e-14
-4.333333333333333,-2.372549019607843,5.013464754579542e-06,3.271086282860874e-14
-4.294117647058823,-2.372549019607843,5.937528381267027e-06,3.6166947753128977e-14
-4.254901960784314,-2.372549019607843,7.021106205820307e-06,4.2856236951887237e-14
-4.215686274509804,-2.372549019607843,8.2896748812868e-06,4.5396834711306617e-14
-4.176470588235294,-2.372549019607843,9.772407424187604e-06,4.411549894627025e-14
-4.137254901960784,-2.372549019607843,1.15026457122516e-05,4.5487887501825584e-14
-4.098039215686274,-2.372549019607843,1.3518423058023004e-05,5.5106300085077293e-14
-4.0588235294117645,-2.372549019607843,1.58630405754422e-05,5.5161224298147255e-14
-4.019607843137255,-2.372549019607843,1.8585701089393306e-05,5.993567587558554e-14
-3.980392156862745,-2.372549019607843,2.174220432693126e-05,6.136397409245954e-14
-3.9411764705882355,-2.372549019607843,2.5395707065834444e-05,5.999707621106928e-14
-3.9019607843137254,-2.372549019607843,2.9617551793214105e-05,7.590403745795388e-14
-3.8627450980392157,-2.372549019607843,3.448816723566193e-05,6.207441609199731e-14
-3.8235294117647056,-2.372549019607843,4.009804385405732e-05,6.704014019105484e-14
-3.784313725490196,-2.372549019607843,4.654878704166351e-05,7.553871706456295e-14
-3.7450980392156863,-2.372549019607843,5.395425031445329e-05,8.087313745136432e-14
-3.7058823529411766,-2.372549019607843,6.24417502286914e-05,7.650140936092007e-14
-3.666666666666667,-2.372549019607843,7.215336409389986e-05,6.873638740996467e-14
-3.627450980392157,-2.372549019607843,8.324731076113077e-05,8.358886143957526e-14
-3.588235294117647,-2.372549019607843,9.589941384929484e-05,8.66203330825111e-14
-3.549019607843137,-2.372549019607843,0.00011030464571943473,9.173073723694152e-14
-3.5098039215686274,-2.372549019607843,0.00012667874931271354,1.0056733869396177e-13
-3.4705882352941178,-2.372549019607843,0.00014525993362842808,1.0525487278007583e-13
-3.431372549019608,-2.372549019607843,0.00016631063713125395,1.0560802007816818e-13
-3.392156862745098,-2.372549019607843,0.0001901193517419191,1.0991310011333192e-13
-3.3529411764705883,-2.372549019607843,0.0002170024982847678,1.0890165393460762e-13
-3.313725490196078,-2.372549019607843,0.00024730634234410536,1.175642100374426e-13
-3.2745098039215685,-2.372549019607843,0.0002814089374266599,1.1798435059405432e-13
-3.235294117647059,-2.372549019607843,0.000319722080151304,1.267542911752458e-13
-3.196078431372549,-2.372549019607843,0.00036269325990404775,1.254067184800219e-13
-3.1568627450980395,-2.372549019607843,0.00041080758302506655,1.3608747180012757e-13
-3.1176470588235294,-2.372549019607843,0.00046458964915781903,1.3029545685710471e-13
-3.0784313725490193,-2.372549019607843,0.0005246053549150963,1.4343639697932034e-13
-3.0392156862745097,-2.372549019607843,0.0005914635975343961,1.4866886023584062e-13
-3.0,-2.372549019607843,0.0006658178487408383,1.447841245332935e-13
-2.9607843137254903,-2.372549019607843,0.0007483675666497309,1.606319046851839e-13
-2.9215686274509802,-2.372549019607843,0.000839859411266781,1.5556698122595228e-13
-2.8823529411764706,-2.372549019607843,0.0009410882270294655,1.7107746464937595e-13
-2.843137254901961,-2.372549019607843,0.001052897753929543,1.7388896829906842e-13
-2.803921568627451,-2.372549019607843,0.0011761810271181054,1.8029330066645703e-13
-2.764705882352941,-2.372549019607843,0.001311880423577733,1.9297984536721207e-13
-2.7254901960784315,-2.372549019607843,0.00146098731350933,1.9057632307785938e-13
-2.686274509803922,-2.372549019607843,0.0016245412735832105,2.0043258684005824e-13
-2.6470588235294117,-2.372549019607843,0.0018036288192040213,2.0767897079275525e-13
-2.607843137254902,-2.372549019607843,0.0019993816134949347,2.0741054921206231e-13
-2.5686274509803924,-2.372549019607843,0.0022129741118735884,2.2071644391462942e-13
-2.5294117647058822,-2.372549019607843,0.0024456206029224814,2.3654539278399133e-13
-2.4901960784313726,-2.372549019607843,0.002698571608796795,2.469441453997799e-13
-2.450980392156863,-2.372549019607843,0.0029731096117036355,2.638405929509087e-13
-2.411764705882353,-2.372549019607843,0.0032705440770611277,2.527446568920032e-13
-2.372549019607843,-2.372549019607843,0.0035922057488277604,2.757725409415423e-13
-2.3333333333333335,-2.372549019607843,0.003939440198194827,2.7200923670408704e-13
-2.2941176470588234,-2.372549019607843,0.004313600613359092,2.9705978673710004e-13
-2.2549019607843137,-2.372549019607843,0.004716039825427461,2.9424777517256315e-13
-2.215686274509804,-2.372549019607843,0.005148101573624391,3.186887644494842e-13
-2.1764705882352944,-2.372549019607843,0.005611111021834568,3.259800189344765e-13
-2.1372549019607843,-2.372549019607843,0.006106364548061903,3.408359049134701e-13
-2.0980392156862746,-2.372549019607843,0.006635118838546519,3.500938343374303e-13
-2.058823529411765,-2.372549019607843,0.007198579328965551,3.634084429157437e-13
-2.019607843137255,-2.372549019607843,0.007797888046242577,3.803121779268901e-13
-1.9803921568627452,-2.372549019607843,0.008434110915883475,3.943721785597822e-13
-1.9411764705882355,-2.372549019607843,0.009108224611303698,4.209703286805398e-13
-1.9019607843137254,-2.372549019607843,0.009821103033160097,4.2753668340387837e-13
-1.8627450980392157,-2.372549019607843,0.010573503518085304,4.527277926060454e-13
-1.823529411764706,-2.372549019607843,0.011366052887265275,4.714775104228621e-13
-1.784313725490196,-2.372549019607843,0.012199233455815745,4.964416421949916e-13
-1.7450980392156863,-2.372549019607843,0.01307336913370899,5.221448866144383e-13
-1.7058823529411766,-2.372549019607843,0.013988611757881068,5.37663216317319e-13
-1.6666666666666665,-2.372549019607843,0.01494492780291607,5.725191222287608e-13
-1.6274509803921569,-2.372549019607843,0.015942085624164184,6.022130316316196e-13
-1.5882352941176472,-2.372549019607843,0.01697964339211748,6.307314090394e-13
-1.549019607843137,-2.372549019607843,0.018056937880163944,6.60397959590534e-13
-1.5098039215686274,-2.372549019607843,0.019173074269305722,6.961269537062479e-13
-1.4705882352941178,-2.372549019607843,0.020326917132915432,7.370486311007422e-13
-1.431372549019608,-2.372549019607843,0.021517082761992695,7.646136073128501e-13
-1.392156862745098,-2.372549019607843,0.022741932986574825,8.172741965697453e-13
-1.3529411764705883,-2.372549019607843,0.023999570641880144,8.567282505332959e-13
-1.3137254901960786,-2.372549019607843,0.02528783681838476,9.104848951984688e-13
-1.2745098039215685,-2.372549019607843,0.026604310023347514,9.61040272683424e-13
-1.2352941176470589,-2.372549019607843,0.027946307367339045,1.0043776379997553e-12
-1.1960784313725492,-2.372549019607843,0.029310887873168157,1.0854729718031847e-12
-1.156862745098039,-2.372549019607843,0.030694857986341903,1.1517018500860222e-12
-1.1176470588235294,-2.372549019607843,0.032094779345992926,1.2472730590636485e-12
-1.0784313725490198,-2.372549019607843,0.033506978853246,1.3223922734635739e-12
-1.0392156862745097,-2.372549019607843,0.03492756105049643,1.4254699233030533e-12
-1.0,-2.372549019607843,0.03635242280029763,1.5215790424115615e-12
-0.9607843137254903,-2.372549019607843,0.03777727022679221,1.6442218302546158e-12
-0.9215686274509807,-2.372549019607843,0.03919763785619019,1.7668143189180048e-12
-0.882352941176471,-2.372549019607843,0.04060890986604462,1.9198361132153135e-12
-0.8431372549019605,-2.372549019607843,0.042006343326360586,2.079566720842962e-12
-0.8039215686274508,-2.372549019607843,0.0433850932892781,2.25944240173505e-12
-0.7647058823529411,-2.372549019607843,0.0447402395585773,2.4626615107097105e-12
-0.7254901960784315,-2.372549019607843,0.0460668149459533,2.694873902675786e-12
-0.6862745098039218,-2.372549019607843,0.047359834798284185,2.9518440578071225e-12
-0.6470588235294121,-2.372549019607843,0.04861432755933638,3.258837440434411e-12
-0.6078431372549016,-2.372549019607843,0.04982536611087459,3.6095341756187705e-12
-0.5686274509803919,-2.372549019607843,0.05098809962229567,3.987797583796099e-12
-0.5294117647058822,-2.372549019607843,0.052097785624986126,4.4492758405907166e-12
-0.4901960784313726,-2.372549019607843,0.05314982201786899,4.963652232521746e-12
-0.4509803921568629,-2.372549019607843,0.054139778704281494,5.578332420693623e-12
-0.41176470588235325,-2.372549019607843,0.0550634285575732,6.261345166724591e-12
-0.3725490196078436,-2.372549019607843,0.0559167774137609,6.971299568448592e-12
-0.33333333333333304,-2.372549019607843,0.056696092794280686,1.2246008193461424e-11
-0.2941176470588234,-2.372549019607843,0.05739793107034992,1.0994319075842212e-10
-0.2549019607843137,-2.372549019607843,0.05801916279263964,2.2556806040772977e-09
-0.21568627450980404,-2.372549019607843,0.058556995925751976,2.8634530258143796e-08
-0.17647058823529438,-2.372549019607843,0.05900899674623301,2.470146474362759e-07
-0.13725490196078471,-2.372549019607843,0.059373108185303294,1.4395170955976235e-06
-0.09803921568627416,-2.372549019607843,0.0596476654228848,5.670577624239747e-06
-0.0588235294117645,-2.372549019607843,0.05983140856752055,1.5097846156230435e-05
-0.019607843137254832,-2.372549019607843,0.05992349228705338,2.7169980715447562e-05
0.019607843137254832,-2.372549019607843,0.05992349228705338,3.304811564285405e-05
0.0588235294117645,-2.372549019607843,0.05983140856752055,2.716998074551828e-05
0.09803921568627416,-2.372549019607843,0.0596476654228848,1.5097846153788415e-05
0.13725490196078383,-2.372549019607843,0.059373108185303294,5.670577625859335e-06
0.17647058823529438,-2.372549019607843,0.05900899674623301,1.4395170952016167e-06
0.21568627450980404,-2.372549019607843,0.058556995925751976,2.470146465901911e-07
0.2549019607843137,-2.372549019607843,0.05801916279263964,2.8634529691819685e-08
0.2941176470588234,-2.372549019607843,0.05739793107034992,2.25567866366203e-09
0.33333333333333304,-2.372549019607843,0.056696092794280686,1.0994173662671471e-10
0.3725490196078427,-2.372549019607843,0.0559167774137609,1.22439183880269e-11
0.41176470588235325,-2.372549019607843,0.0550634285575732,6.97168374652184e-12
0.4509803921568629,-2.372549019607843,0.054139778704281494,6.262036225952896e-12
0.4901960784313726,-2.372549019607843,0.05314982201786899,5.579248446959634e-12
0.5294117647058822,-2.372549019607843,0.052097785624986126,4.9630495015087985e-12
0.5686274509803919,-2.372549019607843,0.05098809962229567,4.447665582970783e-12
0.6078431372549016,-2.372549019607843,0.04982536611087459,3.988053887567989e-12
0.6470588235294112,-2.372549019607843,0.04861432755933642,3.6086419147489895e-12
0.6862745098039218,-2.372549019607843,0.047359834798284185,3.2595105312558272e-12
0.7254901960784315,-2.372549019607843,0.0460668149459533,2.952832786637636e-12
0.7647058823529411,-2.372549019607843,0.0447402395585773,2.697087028077016e-12
0.8039215686274508,-2.372549019607843,0.0433850932892781,2.462663183848958e-12
0.8431372549019605,-2.372549019607843,0.042006343326360586,2.2597716988516677e-12
0.8823529411764701,-2.372549019607843,0.04060890986604465,2.08063533382908e-12
0.9215686274509807,-2.372549019607843,0.03919763785619019,1.918864198775344e-12
0.9607843137254903,-2.372549019607843,0.03777727022679221,1.7655878960945917e-12
1.0,-2.372549019607843,0.03635242280029763,1.6432003319678638e-12
1.0392156862745097,-2.372549019607843,0.03492756105049643,1.522145273265666e-12
1.0784313725490193,-2.372549019607843,0.033506978853246015,1.4257926543502166e-12
1.117647058823529,-2.372549019607843,0.03209477934599294,1.3239579260590852e-12
1.1568627450980395,-2.372549019607843,0.03069485798634189,1.2478559500289557e-12
1.1960784313725492,-2.372549019607843,0.029310887873168157,1.1478389386769095e-12
1.2352941176470589,-2.372549019607843,0.027946307367339045,1.0869586733693329e-12
1.2745098039215685,-2.372549019607843,0.026604310023347514,1.0099122369667066e-12
1.3137254901960782,-2.372549019607843,0.02528783681838478,9.620509313651318e-13
1.3529411764705879,-2.372549019607843,0.023999570641880165,9.072095566865619e-13
1.3921568627450975,-2.372549019607843,0.022741932986574846,8.582971513149793e-13
1.431372549019608,-2.372549019607843,0.021517082761992695,8.175364412326117e-13
1.4705882352941178,-2.372549019607843,0.020326917132915432,7.648306255970287e-13
1.5098039215686274,-2.372549019607843,0.019173074269305722,7.361074230197733e-13
1.549019607843137,-2.372549019607843,0.018056937880163944,7.016071898545969e-13
1.5882352941176467,-2.372549019607843,0.016979643392117497,6.592443433220298e-13
1.6274509803921564,-2.372549019607843,0.015942085624164198,6.33425101894525e-13
1.666666666666667,-2.372549019607843,0.014944927802916059,6.011455926891034e-13
1.7058823529411766,-2.372549019607843,0.013988611757881068,5.70268987304612e-13
1.7450980392156863,-2.372549019607843,0.01307336913370899,5.378231209518908e-13
1.784313725490196,-2.372549019607843,0.012199233455815745,5.231795247294022e-13
1.8235294117647056,-2.372549019607843,0.011366052887265275,4.959036943123271e-13
1.8627450980392153,-2.372549019607843,0.010573503518085314,4.719506479002402e-13
1.9019607843137258,-2.372549019607843,0.00982110303316008,4.4990999748317485e-13
1.9411764705882355,-2.372549019607843,0.009108224611303698,4.2658026191683806e-13
1.9803921568627452,-2.372549019607843,0.008434110915883475,4.187493547763419e-13
2.019607843137255,-2.372549019607843,0.007797888046242577,3.955020227242589e-13
2.0588235294117645,-2.372549019607843,0.007198579328965564,3.7952948475355555e-13
2.098039215686274,-2.372549019607843,0.006635118838546519,3.6476007437392737e-13
2.137254901960784,-2.372549019607843,0.006106364548061903,3.524402469033597e-13
2.1764705882352944,-2.372549019607843,0.005611111021834568,3.424229536593388e-13
2.215686274509804,-2.372549019607843,0.005148101573624391,3.270468017678324e-13
2.2549019607843137,-2.372549019607843,0.004716039825427461,3.206821348457027e-13
2.2941176470588234,-2.372549019607843,0.004313600613359092,2.9569583362399913e-13
2.333333333333333,-2.372549019607843,0.003939440198194834,2.971961774226254e-13
2.3725490196078427,-2.372549019607843,0.003592205748827764,2.7260617390599447e-13
2.4117647058823533,-2.372549019607843,0.003270544077061122,2.7504140930075813e-13
2.450980392156863,-2.372549019607843,0.0029731096117036355,2.5436428948339825e-13
2.4901960784313726,-2.372549019607843,0.002698571608796795,2.636754328887912e-13
2.5294117647058822,-2.372549019607843,0.0024456206029224814,2.451051056599788e-13
2.568627450980392,-2.372549019607843,0.00221297411187359,2.40615602175957e-13
2.6078431372549016,-2.372549019607843,0.0019993816134949364,2.2458986916349027e-13
2.6470588235294112,-2.372549019607843,0.001803628819204023,2.0970976837976391e-13
2.686274509803922,-2.372549019607843,0.0016245412735832105,2.0618660290112527e-13
2.7254901960784315,-2.372549019607843,0.00146098731350933,2.0101624553582517e-13
2.764705882352941,-2.372549019607843,0.001311880423577733,1.9040630206492448e-13
2.803921568627451,-2.372549019607843,0.0011761810271181054,1.9259591805617818e-13
2.8431372549019605,-2.372549019607843,0.001052897753929545,1.7718677644284967e-13
2.88235294117647,-2.372549019607843,0.0009410882270294671,1.7131341200007212e-13
2.9215686274509807,-2.372549019607843,0.0008398594112667795,1.7037768124418043e-13
2.9607843137254903,-2.372549019607843,0.0007483675666497309,1.5447719789452198e-13
3.0,-2.372549019607843,0.0006658178487408383,1.5888198591021368e-13
3.0392156862745097,-2.372549019607843,0.0005914635975343961,1.4327676769792413e-13
3.0784313725490193,-2.372549019607843,0.0005246053549150963,1.5082963514393816e-13
3.117647058823529,-2.372549019607843,0.0004645896491578199,1.4818634930055198e-13
3.1568627450980387,-2.372549019607843,0.00041080758302506764,1.3084796675622245e-13
3.1960784313725483,-2.372549019607843,0.00036269325990404873,1.3749922827024664e-13
3.235294117647058,-2.372549019607843,0.0003197220801513051,1.2278283870930105e-13
3.2745098039215677,-2.372549019607843,0.0002814089374266609,1.2655113611381064e-13
3.313725490196079,-2.372549019607843,0.00024730634234410443,1.1760989907452455e-13
3.3529411764705888,-2.372549019607843,0.00021700249828476742,1.1778416628644812e-13
3.3921568627450984,-2.372549019607843,0.00019011935174191843,1.1011300686527055e-13
3.431372549019608,-2.372549019607843,0.00016631063713125395,1.0885500590154915e-13
3.4705882352941178,-2.372549019607843,0.00014525993362842808,1.0519384456976154e-13
3.5098039215686274,-2.372549019607843,0.00012667874931271354,1.0298478198545494e-13
3.549019607843137,-2.372549019607843,0.00011030464571943473,1.0013447358109488e-13
3.5882352941176467,-2.372549019607843,9.589941384929484e-05,9.321529372998452e-14
3.6274509803921564,-2.372549019607843,8.324731076113107e-05,8.654374777694198e-14
3.666666666666666,-2.372549019607843,7.215336409390012e-05,8.609731124459972e-14
3.7058823529411757,-2.372549019607843,6.244175022869161e-05,6.54705954890873e-14
3.7450980392156854,-2.372549019607843,5.395425031445348e-05,7.504548917743498e-14
3.784313725490197,-2.372549019607843,4.654878704166334e-05,7.921612766698863e-14
3.8235294117647065,-2.372549019607843,4.009804385405718e-05,7.009040757380787e-14
3.862745098039216,-2.372549019607843,3.448816723566187e-05,6.323690635469138e-14
3.901960784313726,-2.372549019607843,2.9617551793214105e-05,6.289443543358205e-14
3.9411764705882355,-2.372549019607843,2.5395707065834444e-05,7.47353632487745e-14
3.980392156862745,-2.372549019607843,2.174220432693126e-05,5.97916409973904e-14
4.019607843137255,-2.372549019607843,1.8585701089393306e-05,6.054592883962342e-14
4.0588235294117645,-2.372549019607843,1.58630405754422e-05,6.154439793638438e-14
4.098039215686274,-2.372549019607843,1.3518423058023004e-05,5.382857709738922e-14
4.137254901960784,-2.372549019607843,1.15026457122516e-05,5.644963344021673e-14
4.1764705882352935,-2.372549019607843,9.77240742418764e-06,4.573820255792933e-14
4.215686274509803,-2.372549019607843,8.289674881286831e-06,4.4343254923149175e-14
4.254901960784313,-2.372549019607843,7.021106205820332e-06,4.630016924384324e-14
4.294117647058824,-2.372549019607843,5.937528381266996e-06,4.360486065616145e-14
4.333333333333334,-2.372549019607843,5.013464754579524e-06,3.492670137666942e-14
4.372549019607844,-2.372549019607843,4.226708967212421e-06,2.8418893656276094e-14
4.411764705882353,-2.372549019607843,3.5579417683448463e-06,3.266941325269832e-14
4.450980392156863,-2.372549019607843,2.990387288858178e-06,2.099435578209679e-14
4.490196078431373,-2.372549019607843,2.509505498948189e-06,3.0517156620752683e-14
4.529411764705882,-2.372549019607843,2.102717730930445e-06,2.6723651284102914e-14
4.568627450980392,-2.372549019607843,1.7591623175637712e-06,2.8256822403765544e-14
4.607843137254902,-2.372549019607843,1.4694775713290667e-06,2.534403435635092e-14
4.647058823529411,-2.372549019607843,1.2256095083247018e-06,2.2114930236307603e-14
4.686274509803921,-2.372549019607843,1.02064189901752e-06,1.9062547115158213e-14
4.725490196078431,-2.372549019607843,8.486464047028418e-07,1.8760911328663498e-14
4.76470588235294,-2.372549019607843,7.04550731266826e-07,1.4010161315291762e-14
4.803921568627452,-2.372549019607843,5.840228991678334e-07,1.6153869678112016e-14
4.843137254901961,-2.372549019607843,4.833698892491154e-07,1.1424782798166156e-14
4.882352941176471,-2.372549019607843,3.994490771477458e-07,7.264811121064191e-15
4.921568627450981,-2.372549019607843,3.2959101401856516e-07,9.601742788791214e-15
4.96078431372549,-2.372549019607843,2.715322476167201e-07,9.241422793697066e-15
5.0,-2.372549019607843,2.2335700524299877e-07,9.177664093789351e-15
-5.0,-2.3333333333333335,2.449474296648568e-07,7.932707507013916e-15
-4.96078431372549,-2.3333333333333335,2.977794497758285e-07,1.464159145463927e-14
-4.921568627450981,-2.3333333333333335,3.61450367928462e-07,8.3435994692771e-15
-4.882352941176471,-2.3333333333333335,4.380611417264083e-07,7.540880062211055e-15
-4.8431372549019605,-2.3333333333333335,5.300940161699685e-07,1.156376129807428e-14
-4.803921568627451,-2.3333333333333335,6.404764778294926e-07,8.27086769267892e-15
-4.764705882352941,-2.3333333333333335,7.726549274984658e-07,1.5262068457902125e-14
-4.7254901960784315,-2.3333333333333335,9.306793637393548e-07,1.5225162082550825e-14
-4.686274509803922,-2.3333333333333335,1.1193005095166383e-06,1.872155503705773e-14
-4.647058823529412,-2.3333333333333335,1.3440809636139844e-06,1.820858382111579e-14
-4.607843137254902,-2.3333333333333335,1.6115221174980082e-06,2.7564144131715222e-14
-4.568627450980392,-2.3333333333333335,1.9292087462478417e-06,2.3514828911531702e-14
-4.529411764705882,-2.3333333333333335,2.3059733583989616e-06,2.4829104966924874e-14
-4.490196078431373,-2.3333333333333335,2.7520825730468143e-06,3.370171982468139e-14
-4.450980392156863,-2.3333333333333335,3.2794479819935288e-06,3.187766131176044e-14
-4.411764705882353,-2.3333333333333335,3.901864148407422e-06,4.537408730206419e-14
-4.372549019607844,-2.3333333333333335,4.635276589304721e-06,4.090092579912318e-14
-4.333333333333333,-2.3333333333333335,5.498082784614629e-06,4.873705668221945e-14
-4.294117647058823,-2.3333333333333335,6.511469447628101e-06,4.6628189677242884e-14
-4.254901960784314,-2.3333333333333335,7.699789476710702e-06,4.1815697024708326e-14
-4.215686274509804,-2.3333333333333335,9.090982182177053e-06,4.5868409071119364e-14
-4.176470588235294,-2.3333333333333335,1.071704054049386e-05,4.669009493171879e-14
-4.137254901960784,-2.3333333333333335,1.2614529365202582e-05,5.535505783025208e-14
-4.098039215686274,-2.3333333333333335,1.4825158394214556e-05,4.8486939591311744e-14
-4.0588235294117645,-2.3333333333333335,1.7396414369885512e-05,5.3310708412322784e-14
-4.019607843137255,-2.3333333333333335,2.0382256224349693e-05,5.5538848086963693e-14
-3.980392156862745,-2.3333333333333335,2.384387747022264e-05,6.135204107103106e-14
-3.9411764705882355,-2.3333333333333335,2.7850539827618807e-05,6.790034100390206e-14
-3.9019607843137254,-2.3333333333333335,3.24804819836336e-05,6.050826280514847e-14
-3.8627450980392157,-2.3333333333333335,3.7821907170703875e-05,7.384615961127323e-14
-3.8235294117647056,-2.3333333333333335,4.397405295595912e-05,7.768550343135129e-14
-3.784313725490196,-2.3333333333333335,5.1048346244916666e-05,7.265929282415383e-14
-3.7450980392156863,-2.3333333333333335,5.916964600972106e-05,7.64443483445052e-14
-3.7058823529411766,-2.3333333333333335,6.847757564466345e-05,8.500867810564947e-14
-3.666666666666667,-2.3333333333333335,7.912794612036164e-05,1.006923929757614e-13
-3.627450980392157,-2.3333333333333335,9.129427024357799e-05,9.153298591466144e-14
-3.588235294117647,-2.3333333333333335,0.00010516936732382812,9.366657684959657e-14
-3.549019607843137,-2.3333333333333335,0.0001209670563932991,9.786375534301116e-14
-3.5098039215686274,-2.3333333333333335,0.00013892393481704137,9.757329733947159e-14
-3.4705882352941178,-2.3333333333333335,0.00015930123766147897,9.42476214560388e-14
-3.431372549019608,-2.3333333333333335,0.00018238677155840976,1.0675257883032937e-13
-3.392156862745098,-2.3333333333333335,0.00020849691500863116,1.0671011849373675e-13
-3.3529411764705883,-2.3333333333333335,0.00023797867511644798,1.1755489746779983e-13
-3.313725490196078,-2.3333333333333335,0.0002712117886390069,1.195944552460078e-13
-3.2745098039215685,-2.3333333333333335,0.0003086108529812477,1.273864165815153e-13
-3.235294117647059,-2.3333333333333335,0.0003506274703807089,1.2615494529256903e-13
-3.196078431372549,-2.3333333333333335,0.00039775238602259683,1.344724664251936e-13
-3.1568627450980395,-2.3333333333333335,0.0004505175982250795,1.3286583983673794e-13
-3.1176470588235294,-2.3333333333333335,0.0005094984161624923,1.4539248311916776e-13
-3.0784313725490193,-2.3333333333333335,0.0005753154378796937,1.4731758961730748e-13
-3.0392156862745097,-2.3333333333333335,0.0006486364186283834,1.4922851945070027e-13
-3.0,-2.3333333333333335,0.0007301779968647968,1.6343391824436735e-13
-2.9607843137254903,-2.3333333333333335,0.000820707242631429,1.5571277040685843e-13
